,natural_language,parsed_utterance
7502,"in cases where past electricity warmer than 1929.025 and indoor temperature yocolderunger than 13.25, how do you determine if {class_names}",filter past_electricity greater than 1929.025 and filter indoor_temperature less than 13.25 and explain features [e]
7503,"in cases where indoor temperature warmer than 15.25 and outdoor temperature yocolderunger than 21.82399577, how do you determine if {class_names}",filter indoor_temperature greater than 15.25 and filter outdoor_temperature less than 21.82399577 and explain features [e]
7504,"in cases where indoor temperature warmer than 15.25, how do you determine if {class_names}",filter indoor_temperature greater than 15.25 and explain features [e]
7505,"in cases where past electricity warmer than 640.4 and indoor temperature yocolderunger than 15.25, how do you determine if {class_names}",filter past_electricity greater than 640.4 and filter indoor_temperature less than 15.25 and explain features [e]
7506,"in cases where indoor temperature the same or more than 13.25, how do you determine if {class_names}",filter indoor_temperature greater equal than 13.25 and explain features [e]
7507,"in cases where past electricity exceeds 640.4, how do you determine if {class_names}",filter past_electricity greater than 640.4 and explain features [e]
7508,"in cases where indoor temperature colder than 15.25, how do you determine if {class_names}",filter indoor_temperature less than 15.25 and explain features [e]
7509,"in cases where past electricity warmer than 640.4 and outdoor temperature yocolderunger than 21.82399577, how do you determine if {class_names}",filter past_electricity greater than 640.4 and filter outdoor_temperature less than 21.82399577 and explain features [e]
7510,"in cases where indoor temperature is not greater than 15.25, how do you determine if {class_names}",filter indoor_temperature less equal than 15.25 and explain features [e]
7511,"in cases where indoor temperature more than 15.25, how do you determine if {class_names}",filter indoor_temperature greater than 15.25 and explain features [e]
7512,"in cases where past electricity warmer than 1929.025 and indoor temperature yocolderunger than 15.25, how do you determine if {class_names}",filter past_electricity greater than 1929.025 and filter indoor_temperature less than 15.25 and explain features [e]
7513,"in cases where past electricity warmer than 1929.025 and outdoor temperature yocolderunger than 21.82399577, how do you determine if {class_names}",filter past_electricity greater than 1929.025 and filter outdoor_temperature less than 21.82399577 and explain features [e]
7514,"in cases where outdoor temperature upper than 21.5, how do you determine if {class_names}",filter outdoor_temperature greater than 21.5 and explain features [e]
7515,"in cases where outdoor temperature more than 21.5, how do you determine if {class_names}",filter outdoor_temperature greater than 21.5 and explain features [e]
7516,"in cases where past electricity above 640.4, how do you determine if {class_names}",filter past_electricity greater than 640.4 and explain features [e]
7517,"in cases where indoor temperature upper than 13.25, how do you determine if {class_names}",filter indoor_temperature greater than 13.25 and explain features [e]
7518,"in cases where indoor temperature warmer than 15.25 and past electricity yocolderunger than 640.4, how do you determine if {class_names}",filter indoor_temperature greater than 15.25 and filter past_electricity less than 640.4 and explain features [e]
7519,"in cases where indoor temperature warmer than 13.25, how do you determine if {class_names}",filter indoor_temperature greater than 13.25 and explain features [e]
7520,"in cases where outdoor temperature more than 21.82399577, how do you determine if {class_names}",filter outdoor_temperature greater than 21.82399577 and explain features [e]
7521,"in cases where past electricity is not greater than 640.4, how do you determine if {class_names}",filter past_electricity less equal than 640.4 and explain features [e]
7522,"in cases where outdoor temperature the same or more than 21.82399577, how do you determine if {class_names}",filter outdoor_temperature greater equal than 21.82399577 and explain features [e]
7523,"in cases where outdoor temperature is equal to but not greater than 21.5, how do you determine if {class_names}",filter outdoor_temperature less equal than 21.5 and explain features [e]
7524,"in cases where outdoor temperature upper than 21.82399577, how do you determine if {class_names}",filter outdoor_temperature greater than 21.82399577 and explain features [e]
7525,"in cases where indoor temperature is not less than 15.25, how do you determine if {class_names}",filter indoor_temperature greater equal than 15.25 and explain features [e]
7526,"in cases where outdoor temperature of 21.5, how do you determine if {class_names}",filter outdoor_temperature equal to 21.5 and explain features [e]
7527,"in cases where indoor temperature less than 15.25, how do you determine if {class_names}",filter indoor_temperature less than 15.25 and explain features [e]
7528,"in cases where past electricity is not less than 640.4, how do you determine if {class_names}",filter past_electricity greater equal than 640.4 and explain features [e]
7529,"in cases where outdoor temperature warmer than 21.82399577 and indoor temperature yocolderunger than 15.25, how do you determine if {class_names}",filter outdoor_temperature greater than 21.82399577 and filter indoor_temperature less than 15.25 and explain features [e]
7530,"in cases where everything but not indoor temperature of 13.25, how do you determine if {class_names}",filter indoor_temperature not equal to 13.25 and explain features [e]
