,natural_language,parsed_utterance
8645,what are the 3 most important features in the data when reasoning about past electricity older than 640.4 and outdoor temperature younger than 21.5 to make decisions?,filter past_electricity greater than 640.4 and filter outdoor_temperature less than 21.5 and important topk 3 [e]
8646,what are the 3 most important features in the data when reasoning about outdoor temperature older than 21.5 and indoor temperature younger than 13.25 to make decisions?,filter outdoor_temperature greater than 21.5 and filter indoor_temperature less than 13.25 and important topk 3 [e]
8647,what are the 3 most important features in the data when reasoning about outdoor temperature equal to or below 21.82399577 to make decisions?,filter outdoor_temperature less equal than 21.82399577 and important topk 3 [e]
8648,what are the 3 most important features in the data when reasoning about outdoor temperature older than 21.5 and indoor temperature younger than 15.25 to make decisions?,filter outdoor_temperature greater than 21.5 and filter indoor_temperature less than 15.25 and important topk 3 [e]
8649,what are the 3 most important features in the data when reasoning about indoor temperature upper than 15.25 to make decisions?,filter indoor_temperature greater than 15.25 and important topk 3 [e]
8650,what are the 3 most important features in the data when reasoning about past electricity is not less than 640.4 to make decisions?,filter past_electricity greater equal than 640.4 and important topk 3 [e]
8651,what are the 3 most important features in the data when reasoning about outdoor temperature above 21.82399577 to make decisions?,filter outdoor_temperature greater than 21.82399577 and important topk 3 [e]
8652,what are the 3 most important features in the data when reasoning about outdoor temperature younger than 21.82399577 to make decisions?,filter outdoor_temperature less than 21.82399577 and important topk 3 [e]
8653,what are the 3 most important features in the data when reasoning about past electricity is not greater than 640.4 to make decisions?,filter past_electricity less equal than 640.4 and important topk 3 [e]
8654,what are the 3 most important features in the data when reasoning about the model outcome is {class_names} but the label is {class_names} to make decisions?,predictionfilter {non_semantic_class_names} and labelfilter {non_semantic_class_names} and important topk 3 [e]
8655,what are the 3 most important features in the data when reasoning about past electricity older than 640.4 and indoor temperature younger than 15.25 to make decisions?,filter past_electricity greater than 640.4 and filter indoor_temperature less than 15.25 and important topk 3 [e]
8656,what are the 3 most important features in the data when reasoning about past electricity younger than 1929.025 to make decisions?,filter past_electricity less than 1929.025 and important topk 3 [e]
8657,what are the 3 most important features in the data when reasoning about outdoor temperature equal to or below 21.5 to make decisions?,filter outdoor_temperature less equal than 21.5 and important topk 3 [e]
8658,what are the 3 most important features in the data when reasoning about indoor temperature exceeds 15.25 to make decisions?,filter indoor_temperature greater than 15.25 and important topk 3 [e]
8659,what are the 3 most important features in the data when reasoning about outdoor temperature older than 21.5 and past electricity younger than 1929.025 to make decisions?,filter outdoor_temperature greater than 21.5 and filter past_electricity less than 1929.025 and important topk 3 [e]
8660,what are the 3 most important features in the data when reasoning about past electricity above 640.4 to make decisions?,filter past_electricity greater than 640.4 and important topk 3 [e]
8661,what are the 3 most important features in the data when reasoning about outdoor temperature of 21.5 to make decisions?,filter outdoor_temperature equal to 21.5 and important topk 3 [e]
8662,what are the 3 most important features in the data when reasoning about indoor temperature older than 15.25 and outdoor temperature younger than 21.5 to make decisions?,filter indoor_temperature greater than 15.25 and filter outdoor_temperature less than 21.5 and important topk 3 [e]
8663,what are the 3 most important features in the data when reasoning about past electricity younger than 640.4 to make decisions?,filter past_electricity less than 640.4 and important topk 3 [e]
8664,what are the 3 most important features in the data when reasoning about past electricity older than 640.4 and indoor temperature younger than 13.25 to make decisions?,filter past_electricity greater than 640.4 and filter indoor_temperature less than 13.25 and important topk 3 [e]
8665,what are the 3 most important features in the data when reasoning about everything but not past electricity of 640.4 to make decisions?,filter past_electricity not equal to 640.4 and important topk 3 [e]
