,natural_language,parsed_utterance
4179,"for past electricity exceeds 1929.025, how well, in terms of accuracy, does the model do on the training and test data",filter past_electricity greater than 1929.025 and score default and score default [e]
4180,"for indoor temperature of 15.25, how well, in terms of accuracy, does the model do on the training and test data",filter indoor_temperature equal to 15.25 and score default and score default [e]
4181,"for id 61, how well, in terms of accuracy, does the model do on the training and test data",filter id 61 and score default and score default [e]
4182,"for outdoor temperature less than 21.5, how well, in terms of accuracy, does the model do on the training and test data",filter outdoor_temperature less than 21.5 and score default and score default [e]
4183,"for outdoor temperature warmer than 21.5 and past electricity colder than 1929.025, how well, in terms of accuracy, does the model do on the training and test data",filter outdoor_temperature greater than 21.5 and filter past_electricity less than 1929.025 and score default and score default [e]
4184,"for outdoor temperature of 21.82399577, how well, in terms of accuracy, does the model do on the training and test data",filter outdoor_temperature equal to 21.82399577 and score default and score default [e]
4185,"for outdoor temperature above 21.5, how well, in terms of accuracy, does the model do on the training and test data",filter outdoor_temperature greater than 21.5 and score default and score default [e]
4186,"for indoor temperature is not less than 15.25, how well, in terms of accuracy, does the model do on the training and test data",filter indoor_temperature greater equal than 15.25 and score default and score default [e]
4187,"for everything but not past electricity of 640.4, how well, in terms of accuracy, does the model do on the training and test data",filter past_electricity not equal to 640.4 and score default and score default [e]
4188,"for past electricity warmer than 640.4 and indoor temperature colder than 13.25, how well, in terms of accuracy, does the model do on the training and test data",filter past_electricity greater than 640.4 and filter indoor_temperature less than 13.25 and score default and score default [e]
4189,"for past electricity is not greater than 640.4, how well, in terms of accuracy, does the model do on the training and test data",filter past_electricity less equal than 640.4 and score default and score default [e]
4190,"for indoor temperature colder than 15.25, how well, in terms of accuracy, does the model do on the training and test data",filter indoor_temperature less than 15.25 and score default and score default [e]
4191,"for indoor temperature more than 13.25, how well, in terms of accuracy, does the model do on the training and test data",filter indoor_temperature greater than 13.25 and score default and score default [e]
4192,"for indoor temperature exceeds 13.25, how well, in terms of accuracy, does the model do on the training and test data",filter indoor_temperature greater than 13.25 and score default and score default [e]
4193,"for past electricity is equal to but not greater than 640.4, how well, in terms of accuracy, does the model do on the training and test data",filter past_electricity less equal than 640.4 and score default and score default [e]
4194,"for indoor temperature the same or more than 15.25, how well, in terms of accuracy, does the model do on the training and test data",filter indoor_temperature greater equal than 15.25 and score default and score default [e]
4195,"for past electricity not equal to 1929.025, how well, in terms of accuracy, does the model do on the training and test data",filter past_electricity not equal to 1929.025 and score default and score default [e]
4196,"for indoor temperature warmer than 13.25 and outdoor temperature colder than 21.82399577, how well, in terms of accuracy, does the model do on the training and test data",filter indoor_temperature greater than 13.25 and filter outdoor_temperature less than 21.82399577 and score default and score default [e]
4197,"for data points 89 and 90, how well, in terms of accuracy, does the model do on the training and test data",filter id 89 and filter id 90 and score default and score default [e]
4198,"for past electricity of 1929.025, how well, in terms of accuracy, does the model do on the training and test data",filter past_electricity equal to 1929.025 and score default and score default [e]
